real_price,predicted_price,mape_error,mse_error
0.0452,0.045199722,3.781436086184814e-11,7.725530167430631e-14
0.0501,0.050176322,2.313700106232004e-06,5.825117927097579e-09
0.0458,0.045804072,7.903945351231883e-09,1.658258031543272e-11
0.0448,0.044781927,1.6287484339827957e-07,3.266326292976109e-10
0.0403,0.0404608,1.5794183614144703e-05,2.58562828318143e-08
0.0391,0.039040264,2.3412648184537784e-06,3.56842049493517e-09
0.0246,0.024603114,1.6014985301291492e-08,9.694081928157795e-12
0.0189,0.018731719,8.070780009705644e-05,2.8318534366245397e-08
0.0089,0.00886259,1.7817401654965854e-05,1.3994768803400636e-09
0.009,0.008996162,1.8204496271108946e-07,1.4733067062394964e-11
0.0081,0.008390257,0.001196782601597965,8.42492044379181e-08
0.0063,0.00676005,0.004631379715663605,2.116460733397191e-07
0.0078,0.0077974806,1.043996756912344e-07,6.34757368509084e-12
0.0062,0.0062154667,6.192202499428508e-06,2.392173261157222e-10
0.0072,0.0072036437,2.558438805002706e-07,1.3276374017203488e-11
0.0079,0.008115545,0.0007054076949415171,4.645961046826438e-08
0.0067,0.006835954,0.00039553457475421586,1.8483435230066507e-08
0.005,0.0049955547,7.918401727220871e-07,1.9760820180182252e-11
0.0028,0.002806491,5.34926358570146e-06,4.213289505442692e-11
0.0028,0.0027585367,0.00022592784318667872,1.7192035345881585e-09
0.003,0.0029191466,0.0007671587160312761,6.537279039609419e-09
0.0033,0.003364518,0.00036771958929275285,4.162579029619715e-09
0.0023,0.0021899291,0.0025262985074842297,1.2115596110293195e-08
0.0025,0.0026885206,0.004916893914333948,3.554001209260663e-08
0.0022,0.0024086046,0.007500958305422916,4.351588050157716e-08
0.0015,0.0015547181,0.0012386798882696444,2.994073168520216e-09
0.0006,0.0006161949,0.0006907502166416445,2.622752123824142e-10
0.0004,0.00043960428,0.008116343025185362,1.5684988876925966e-09
0.0003,0.00038559714,0.04927775744974924,7.326871144222664e-09
0.0002,1.2631049e-05,220.04749418847115,3.510712388285593e-08
0.0002,0.00017714866,0.016639786064615313,5.221838858987033e-10
0.1081,0.108110376,9.21086163735213e-09,1.0765519990183635e-10
0.1223,0.12230242,3.916675422202453e-10,5.8585168973192544e-12
0.1104,0.11040183,2.752283710093402e-10,3.354638728445718e-12
0.0899,0.08993343,1.3819711228125963e-07,1.1177413267790704e-09
0.1073,0.10727908,3.8037389185098484e-08,4.3776471982794036e-10
0.0675,0.07256228,0.004867097615132583,2.5626651634689735e-05
0.0941,0.09410518,3.025985375206379e-09,2.6797473681309488e-11
0.0941,0.094087794,1.6828679763683464e-08,1.489761073805383e-10
0.0922,0.09219677,1.2273553020366938e-09,1.0432820033825828e-11
0.1003,0.10033049,9.233375804476435e-08,9.2945068466234e-10
0.0791,0.07911543,3.802757336869209e-08,2.3802412482726385e-10
0.0618,0.08572729,0.07790203785229372,0.0005725151741569687
0.062,0.07255727,0.02117100266152096,0.00011145596097785551
0.0476,0.04761543,1.0502839338028754e-07,2.38123450072899e-10
0.047,0.04700768,2.6691804627270903e-08,5.898146719118642e-11
0.0334,0.04421074,0.05979367443859192,0.0001168720871047705
0.0231,0.094746955,0.5718273870532858,0.005133286123385754
0.0256,0.04577069,0.19420776347132643,0.0004068567288266209
0.0463,0.04640497,5.11673246374079e-06,1.1018479870432565e-08
0.0383,0.038288675,8.748159078752752e-08,1.2824999375327385e-10
0.0449,0.044904795,1.1400113793777826e-08,2.2987651991014594e-11
0.083,0.083003625,1.907600729022405e-09,1.3142609432716638e-11
0.0526,0.052553136,7.952126112008594e-07,2.196243710453538e-09
0.0559,0.055915877,8.062668515621616e-08,2.5208621066275037e-10
0.035,0.037090726,0.0031773396992908942,4.37113602984319e-06
0.0278,0.025500571,0.008130926815441268,5.287372092417968e-06
0.0304,0.032196455,0.003113267501090888,3.2272495028332814e-06
0.0267,0.048356894,0.20057442444478765,0.00046902107521284167
0.0428,0.042831335,5.352321347134608e-07,9.818958094361441e-10
0.0424,0.04257699,1.728035022996702e-05,3.132582173874547e-08
0.0377,0.037707545,4.00355896660778e-08,5.692496106935264e-11
0.0261,0.040894505,0.13087929677911972,0.00021887736744019245
0.0314,0.0314486,2.3880927370641685e-06,2.3618580481471065e-09
0.0288,0.02880873,9.182326226621643e-08,7.620806533099644e-11
0.0266,0.026601506,3.2067602881337127e-09,2.2692323075675654e-12
0.0635,0.06351339,4.4450561755874e-08,1.7931137918833892e-10
0.0572,0.056841917,3.968525308940206e-05,1.2822319426658243e-07
0.0655,0.065508634,1.7370491817945423e-08,7.454340044428082e-11
0.0585,0.0584968,2.9937829364059774e-09,1.0244352574261844e-11
0.1014,0.10132293,5.786204784805725e-07,5.940311930853192e-09
0.1316,0.1317604,1.4820331691870055e-06,2.5729287274159535e-08
0.1347,0.13465373,1.1806502763254182e-07,2.1407111124556125e-09
0.1489,0.14889884,6.069743908164191e-11,1.3457146997204004e-12
0.135,0.13498959,5.94766592692525e-09,1.0837949417937428e-10
0.1121,0.112094216,2.6624584844836905e-09,3.345409243840762e-11
0.1356,0.13559912,4.1977623927653186e-11,7.718476814459243e-13
0.0876,0.08759486,3.444188689008501e-09,2.6426775475670982e-11
0.1209,0.12088614,1.3146201525100161e-08,1.921114735818816e-10
0.1209,0.120901205,9.9278993456412e-11,1.4511711028019356e-12
0.116,0.116002694,5.39244372980639e-10,7.256409290303185e-12
0.1274,0.12739603,9.700288286311523e-10,1.5743324434643428e-11
0.1025,0.1027221,4.674906221315676e-06,4.932881578847686e-08
